Noise Level,Data Points,Clean Mean,Clean Std,Clean SFM,Noisy Mean,Noisy Std,Noisy SFM,MSE,MAE,SNR (dB)
0.1,33600,2.7068294695622864e-17,0.9999985707806771,0.0029998206067640837,0.0003506431945995051,1.0002692328694671,0.007629162728796893,0.004197499343918465,0.028977742239342626,23.77020832601117
0.3,33600,2.7068294695622864e-17,0.9999985707806771,0.0029998206067640837,0.0006853001646345817,1.009418806456232,0.023030408413789262,0.02201769409397983,0.08345920865822176,16.572361867049597
0.5,33600,2.7068294695622864e-17,0.9999985707806771,0.0029998206067640837,0.0010199571346696584,1.0271971992705502,0.04631983009223133,0.057658083594102565,0.1379406750771009,12.391463903312355
0.7,33600,2.7068294695622864e-17,0.9999985707806771,0.0029998206067640837,0.001354614104704708,1.0531675157877243,0.07558731827885112,0.11111866784428666,0.19242214149598005,9.542189038843462
0.9,33600,2.7068294695622864e-17,0.9999985707806771,0.0029998206067640837,0.0016892710747398118,1.0867426177302504,0.10881769472579661,0.18239944684453216,0.24690360791485924,7.389820360140672
